Id,'Gas_Connection','Fireplace','Entrance_Hall','Kitchenette','Equipped',Garage_Type,'Furnished','Drainage','Telephone','Guest_Bathroom','BBQ_Area','Living_Room','Nearby_Parks','Solarium',Commercial_Use,Province,'Internal_Garden',Garages,'Electricity','Patio','Children_Playground',Type,Number_Bathrooms,'Green_Areas','Electric_Doorman',Construction_Area_m2,'Intercom','Near_Sea','Sauna','Cinema_Room','Cleaning_Service','Terrace',Construction_Area,'Sports_Area','Security_System',Location,'Water_Heater',Professional_Use,Match,'Club_House','Internal_Park','Laundry_Room','Nearby_Schools','Balcony','Attic','Oceanfront','Security_Guard',Natural_Light,'Swimming_Pool','Electric_Fence',Advertiser,'Air_Conditioning','Hall','Nearby_Shopping_Centers','Kitchen','Water','Basement','Independent_Bathroom','Walk_in_Closet',Age,Number_Floors,'Daily_Dining_Room','Grill','Closet',Publication_Date,'Internet','Sauna_Area',Bedrooms,Pets,'Kitchen_with_Cabinets','Service_Room','Garden','Storage_Room',Beach_Resort,'Cable','Gym','Jacuzzi','Independent_Entrance','Handicap_Access','Dining_Room','Office',Total_Area_m2,'Heating',District,'Daycare',Property_Condition,'Internet_Room','Service_Bathroom',Price
6834,0,1,1,0,0,Not specified,0,0,0,0,0,1,Not specified,0,Not specified,Lima,1,3,0,1,0,Casa en condominio,5,0,0,360,0,Not specified,0,0,0,1,360.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,No disponible,1,1,Not specified,1,0,0,0,1,2,2.0,1,1,0,Publicado el 13.09.19,0,0,5+,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,1,300,0,LaMolina,0,Not specified,0,1,595000
6835,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,3,Not specified,1,0,Casa,4,0,Not specified,550,Not specified,Not specified,Not specified,0,Not specified,0,550.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,2,3.0,1,Not specified,0,Publicado el 28.08.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,226,Not specified,SantiagoDeSurco,0,Muy bueno,0,1,550000
6836,0,1,1,0,1,Separadas,0,1,1,1,1,0,0,0,Not specified,Lima,0,5,1,0,0,Casa,5,1,1,1200,1,0,1,0,1,0,1200.00 m2,0,1,SantiagoDeSurco-Lima,1,Not specified,0.0,0,0,0,1,0,1,0,1,Muy luminoso,1,1,Century21 Ambassador,0,0,1,1,1,0,0,0,1,1.0,1,1,0,Publicado el 11.09.19,1,1,5+,Si,1,1,1,1,Nulo,1,1,1,0,0,1,0,5860,1,SantiagoDeSurco,0,Excelente,0,1,7032588
6837,0,0,0,0,0,NoTiene,1,0,0,0,1,0,Not specified,0,Not specified,Lima,0,0,0,1,0,Casa de Playa,3,1,0,100,0,Not specified,0,0,0,1,100.00 m2,0,0,Pucusana-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,kal Inmobiliaria,0,1,Not specified,0,0,0,0,0,2,1.0,0,1,0,Publicado el 09.06.19,0,0,1,Si,0,1,0,0,Minkamar,0,0,0,Not specified,Not specified,1,0,145,0,Pucusana,0,Bueno,0,1,365000
6838,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,Not specified,0,Not specified,Not specified,Not specified,Lima,0,1,Not specified,1,Not specified,Casa,3,Not specified,Not specified,289,Not specified,Not specified,Not specified,Not specified,Not specified,0,289.10 m2,Not specified,Not specified,JesusMaria-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,Not specified,Luminoso,Not specified,Not specified,Mercedes GuzmÃ¡n Navarrete,Not specified,1,Not specified,1,Not specified,0,0,0,4,4.0,0,Not specified,1,Publicado el 09.09.19,Not specified,Not specified,3,Si,Not specified,1,Not specified,1,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,289,Not specified,JesusMaria,Not specified,Muy bueno,Not specified,1,280000
6839,0,0,Not specified,0,0,Separadas,0,0,1,1,Not specified,1,1,Not specified,No,Lima,1,2,1,1,Not specified,Casa,5,Not specified,0,350,0,0,0,Not specified,0,0,350.00 m2,Not specified,0,LaVictoria-Lima,1,Si,0.0,Not specified,Not specified,1,1,1,0,0,1,Muy luminoso,Not specified,0,inmuebles y corretaje rafael y asociados,0,1,1,1,1,0,0,0,3,3.0,1,1,1,Publicado el 12.07.19,1,Not specified,5+,Si,0,1,Not specified,0,Nulo,1,Not specified,0,0,0,1,1,200,0,LaVictoria,Not specified,Muy bueno,Not specified,1,390000
6840,0,0,Not specified,0,0,Not specified,0,1,1,1,Not specified,0,0,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa de Playa,4,Not specified,0,170,0,1,0,Not specified,0,0,170.00 m2,Not specified,0,Lurin-Lima,0,Not specified,0.0,Not specified,Not specified,0,0,1,0,0,1,Muy luminoso,Not specified,0,Wilmer Blas,0,0,0,1,1,0,0,0,2,3.0,0,0,0,Publicado el 25.08.19,1,Not specified,4,Si,0,0,Not specified,0,Arica,1,Not specified,0,0,0,1,0,255,0,Lurin,Not specified,Excelente,Not specified,0,190000
6841,0,1,1,0,0,Paralelas,0,0,0,1,0,1,Not specified,0,Not specified,Lima,1,4,0,1,0,Casa en condominio,5,0,0,440,0,Not specified,0,0,0,1,440.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,0,0,1,2,2.0,1,1,0,Publicado el 06.09.19,0,0,5+,Si,0,1,1,0,Nulo,0,0,1,Not specified,Not specified,1,1,550,0,LaMolina,0,Bueno,0,1,1150000
6842,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,1,Not specified,0,Not specified,Casa,3,Not specified,Not specified,256,Not specified,Not specified,Not specified,Not specified,Not specified,0,256.00 m2,Not specified,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,2,2.0,1,Not specified,0,Publicado el 21.08.19,Not specified,Not specified,4,Si,Not specified,0,Not specified,0,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,160,Not specified,LaMolina,Not specified,Not specified,Not specified,0,295000
6843,Not specified,1,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,4,0,0,350,0,Not specified,0,0,Not specified,1,350.00 m2,0,Not specified,Chorrillos-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,1,0,0,Publicado el 15.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,950,0,Chorrillos,0,Not specified,0,1,1000000
6844,Not specified,1,0,0,0,Not specified,1,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,0,0,Casa de campo,4,0,0,220,0,Not specified,0,0,Not specified,1,220.00 m2,0,Not specified,Pucusana-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,4,1.0,0,1,0,Publicado el 06.09.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,1590,0,Pucusana,0,Not specified,0,1,420000
6845,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,2,Not specified,1,Not specified,Casa,4,Not specified,Not specified,230,Not specified,Not specified,Not specified,Not specified,Not specified,1,230.00 m2,Not specified,Not specified,Asia-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,0,Not specified,0,Not specified,0,0,0,3,1.0,0,Not specified,0,Publicado el 13.08.19,Not specified,Not specified,5+,Si,Not specified,0,Not specified,0,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,204,Not specified,Asia,Not specified,Not specified,Not specified,0,489000
6846,Not specified,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,1,0,Casa,3,0,Not specified,278,Not specified,Not specified,Not specified,0,Not specified,1,278.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,0,Not specified,1,Not specified,0,0,1,1,3.0,1,Not specified,0,Publicado el 26.07.19,Not specified,0,3,Si,Not specified,1,0,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,0,1,96,Not specified,SantiagoDeSurco,0,Muy bueno,0,1,410000
6847,0,0,Not specified,0,0,Paralelas,0,0,0,0,Not specified,1,Not specified,Not specified,Not specified,Lima,0,2,0,0,Not specified,Casa en condominio,2,Not specified,0,213,0,Not specified,0,Not specified,0,1,213.00 m2,Not specified,0,SantiagoDeSurco-Lima,0,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,1,Not specified,Not specified,0,No disponible,1,1,Not specified,1,0,0,0,1,1,3.0,1,0,0,Publicado el 03.09.19,0,Not specified,3,Si,0,1,Not specified,0,Nulo,0,Not specified,0,Not specified,Not specified,1,1,151,0,SantiagoDeSurco,Not specified,Remodelado,Not specified,1,590000
6848,0,0,Not specified,0,0,Not specified,0,1,0,1,Not specified,1,1,Not specified,Not specified,Lima,0,1,1,1,Not specified,Casa,2,Not specified,0,90,0,0,0,Not specified,0,1,90.00 m2,Not specified,0,SanJuanDeLurigancho-Lima,0,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,0,Muy luminoso,Not specified,0,JGR Agentes Inmobiliarios ,0,1,1,1,1,0,0,0,4,3.0,0,0,1,Publicado el 11.09.19,0,Not specified,3,Si,1,0,Not specified,0,Nulo,0,Not specified,0,0,0,1,1,90,0,SanJuanDeLurigancho,Not specified,Excelente,Not specified,0,130000
6849,Not specified,0,1,0,0,Not specified,0,0,Not specified,0,1,1,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa de Playa,4,1,0,140,0,Not specified,0,0,Not specified,1,140.00 m2,1,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295000
6850,0,0,Not specified,0,0,Not specified,0,1,0,0,Not specified,0,1,Not specified,Not specified,Lima,1,1,1,1,Not specified,Casa,1,Not specified,0,240,0,0,0,Not specified,1,1,240.00 m2,Not specified,0,Carabayllo-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,0,Luminoso,Not specified,0,ALMMA CONSTRUCTORA INMOBILIARIA ,0,1,1,1,1,0,0,0,8,2.0,1,0,0,Publicado el 22.07.19,0,Not specified,1,Si,1,0,Not specified,0,Nulo,1,Not specified,0,0,1,1,0,240,0,Carabayllo,Not specified,Excelente,Not specified,0,180000
6851,Not specified,0,1,0,0,Not specified,1,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,2,Not specified,1,0,Casa de Playa,3,0,0,229,0,Not specified,0,0,Not specified,1,229.00 m2,0,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000
6852,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,0,Not specified,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa,4,Not specified,Not specified,250,Not specified,Not specified,Not specified,Not specified,0,0,250.00 m2,Not specified,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000
6853,0,0,0,0,0,Not specified,1,0,0,1,0,0,Not specified,0,Not specified,Lima,0,2,0,0,0,Casa de Playa,4,0,0,185,0,Not specified,0,0,0,1,185.00 m2,0,0,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,0,0,0,3,3.0,0,0,0,Publicado el 18.09.19,0,0,4,Si,0,0,0,0,Not specified,0,0,0,Not specified,Not specified,1,0,185,0,Asia,0,Not specified,0,0,185000
6854,1,0,0,0,0,Paralelas,0,1,1,1,1,0,1,0,Not specified,Lima,0,4,1,0,0,Casa,5,0,0,400,0,0,0,0,1,0,400.00 m2,0,1,SanBorja-Lima,0,Not specified,0.0,0,0,0,1,1,0,0,0,Muy luminoso,0,0,GRIS GRUPO ROCHA INMOBILIARIA SAC,0,0,1,1,1,0,0,0,3,2.0,1,0,0,Publicado el 09.09.19,1,0,5+,Si,1,1,0,1,Nulo,1,0,0,0,1,1,0,600,0,SanBorja,0,Bueno,0,1,899999
6855,0,0,0,0,0,Paralelas,0,0,0,1,0,0,1,0,Not specified,Lima,0,3,1,0,0,Casa,4,1,0,377,0,0,0,0,0,0,377.00 m2,0,0,PuebloLibre-Lima,0,Not specified,0.0,0,0,0,1,0,0,0,0,Luminoso,0,0,Inmuebles MÃ¡laga Cartty,0,0,0,1,1,0,0,0,2,3.0,1,0,0,Publicado el 18.09.19,0,0,5+,Si,1,0,0,0,Nulo,0,0,0,0,0,1,0,268,0,PuebloLibre,0,Bueno,0,1,455000
6856,0,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,0,0,0,1,Not specified,0,Not specified,Lima,1,2,0,0,0,Casa en condominio,5,0,Not specified,484,Not specified,Not specified,Not specified,0,0,1,484.00 m2,0,0,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,0,0,0,1,1,3.0,1,Not specified,0,Publicado el 18.09.19,0,0,4,Si,Not specified,1,1,0,Nulo,0,0,Not specified,Not specified,Not specified,1,0,434,Not specified,LaMolina,0,Not specified,0,1,1150000
6857,Not specified,0,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa en condominio,4,0,0,400,0,Not specified,0,0,Not specified,1,400.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,0,2,2.0,1,0,0,Publicado el 21.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,890,0,LaMolina,0,Muy bueno,0,1,1150000
6858,1,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,0,1,Not specified,Not specified,Lima,0,1,1,1,Not specified,Casa,2,Not specified,Not specified,120,Not specified,0,Not specified,Not specified,0,0,120.00 m2,Not specified,0,SanJuanDeLurigancho-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,0,Luminoso,Not specified,Not specified,REMAX Real Inmobiliaria,Not specified,0,1,1,1,0,0,0,2,2.0,0,Not specified,1,Publicado el 26.08.19,0,Not specified,3,Si,Not specified,0,Not specified,0,Nulo,0,Not specified,Not specified,0,0,1,0,90,Not specified,SanJuanDeLurigancho,Not specified,Not specified,Not specified,0,80000
6859,Not specified,1,1,0,0,Not specified,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,3,0,0,370,0,Not specified,0,0,Not specified,1,370.00 m2,0,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000
6860,0,0,Not specified,0,0,Separadas,0,1,1,1,Not specified,1,0,Not specified,Not specified,Lima,1,2,1,1,Not specified,Casa,4,Not specified,0,220,0,0,0,Not specified,0,1,220.00 m2,Not specified,1,SanJuanDeLurigancho-Lima,1,Not specified,0.0,Not specified,Not specified,1,1,1,1,0,0,Luminoso,Not specified,0,No disponible,0,1,1,1,1,0,0,0,3,2.0,1,0,1,Publicado el 12.09.19,1,Not specified,5+,Si,0,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,1,421,0,SanJuanDeLurigancho,Not specified,Bueno,Not specified,1,295000
6861,Not specified,1,0,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,5,0,0,420,0,Not specified,0,0,Not specified,1,420.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,2,2.0,1,1,0,Publicado el 13.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,800,0,LaMolina,0,Regular,0,1,1300000
6862,Not specified,1,0,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,0,0,Casa,3,0,0,355,0,Not specified,0,0,Not specified,1,355.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,4,3.0,1,1,0,Publicado el 15.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1266,0,SantiagoDeSurco,0,A Remodelar,0,1,1899000
6863,Not specified,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa de campo,3,0,Not specified,270,Not specified,Not specified,Not specified,0,Not specified,0,270.00 m2,0,Not specified,Chaclacayo-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,2,3.0,1,Not specified,0,Publicado el 09.09.19,Not specified,0,3,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,200,Not specified,Chaclacayo,0,Bueno,0,1,255000
6864,0,Not specified,Not specified,0,Not specified,Paralelas,Not specified,Not specified,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,3,Not specified,Not specified,310,Not specified,0,Not specified,Not specified,0,0,310.00 m2,Not specified,1,Miraflores-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,1,Muy luminoso,Not specified,Not specified,A&F GRUPO INMOBILIARIO,Not specified,0,1,1,1,0,0,0,2,3.0,1,Not specified,0,Publicado el 04.04.19,1,Not specified,4,Si,Not specified,1,Not specified,0,Nulo,1,Not specified,Not specified,0,0,1,0,310,Not specified,Miraflores,Not specified,Excelente,Not specified,1,570000
6865,Not specified,Not specified,0,0,Not specified,Paralelas,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,2,0,Not specified,297,Not specified,Not specified,Not specified,0,Not specified,1,297.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,4,2.0,1,Not specified,0,Publicado el 05.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,300,Not specified,SantiagoDeSurco,0,Bueno,0,1,490000
6866,0,Not specified,Not specified,Not specified,Not specified,Paralelas,Not specified,Not specified,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Lima,Not specified,2,1,Not specified,Not specified,Casa,3,Not specified,Not specified,200,Not specified,Not specified,Not specified,Not specified,0,Not specified,200.00 m2,Not specified,1,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,0,Luminoso,Not specified,Not specified,No disponible,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Not specified,3,2.0,Not specified,Not specified,Not specified,Publicado el 06.09.19,1,Not specified,3,Si,Not specified,Not specified,Not specified,Not specified,Nulo,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,200,Not specified,SantiagoDeSurco,Not specified,Bueno,Not specified,Not specified,420000
6867,0,1,0,0,0,Paralelas,0,0,1,1,0,0,0,0,Not specified,Lima,0,3,1,0,0,Casa en condominio,3,1,0,285,0,0,0,0,0,0,285.00 m2,0,1,LaMolina-Lima,1,Not specified,0.0,0,0,0,1,1,0,0,1,Luminoso,0,1,IMS Agentes (de Mercedes Solidoro),1,0,1,1,1,0,0,0,1,2.0,1,1,0,Publicado el 03.07.19,0,0,4,Si,1,1,0,1,Nulo,1,0,0,0,0,1,0,578,0,LaMolina,0,Muy bueno,0,1,950000
6868,0,1,Not specified,0,0,Separadas,0,1,1,1,Not specified,0,1,Not specified,No,Lima,0,2,1,0,Not specified,Casa,3,Not specified,1,222,0,0,0,Not specified,0,0,222.00 m2,Not specified,1,SantiagoDeSurco-Lima,1,Si,0.0,Not specified,Not specified,0,1,0,1,0,0,Muy luminoso,Not specified,1,HPI-PERU,0,0,1,1,1,0,0,0,2,2.0,1,1,0,Publicado el 19.09.19,0,Not specified,4,Si,1,1,Not specified,1,Nulo,0,Not specified,0,0,1,1,0,306,0,SantiagoDeSurco,Not specified,Bueno,Not specified,1,510000
6869,0,0,0,0,0,Not specified,0,0,0,0,1,0,0,0,Not specified,Lima,0,1,0,1,0,Casa de Playa,5,1,0,160,0,0,0,0,0,1,160.00 m2,0,0,Mala-Lima,0,Not specified,0.0,0,0,1,0,0,0,1,1,Not specified,0,0,No disponible,0,1,0,1,0,0,0,0,2,1.0,0,1,0,Publicado el 19.08.19,0,0,5+,Si,0,0,0,0,Bujama Sur,0,0,0,0,0,1,0,180,0,Mala,0,Not specified,0,0,380000
6870,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa,3,0,Not specified,320,Not specified,Not specified,Not specified,0,Not specified,1,320.00 m2,0,Not specified,Miraflores-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,4,2.0,0,Not specified,0,Publicado el 12.08.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,250,Not specified,Miraflores,0,Remodelado,0,1,720000
6871,0,0,1,0,0,Not specified,0,0,0,0,1,0,Not specified,0,Not specified,Lima,0,1,0,0,0,Casa de Playa,3,1,0,200,0,Not specified,0,0,0,1,200.00 m2,0,0,Pucusana-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,0,0,0,4,4.0,0,1,0,Publicado el 05.09.19,0,0,4,Si,0,1,0,0,Not specified,0,0,0,Not specified,Not specified,1,0,200,0,Pucusana,0,Not specified,0,1,350000
6872,Not specified,1,Not specified,0,0,Lineales,0,0,Not specified,0,Not specified,0,0,Not specified,Not specified,Lima,0,2,Not specified,1,Not specified,Casa de Playa,2,Not specified,0,150,0,0,0,Not specified,Not specified,1,150.00 m2,Not specified,Not specified,PuntaNegra-Lima,0,Not specified,0.0,Not specified,Not specified,0,0,0,0,1,Not specified,Not specified,Not specified,0,No disponible,0,1,0,0,Not specified,0,0,0,5,2.0,0,0,0,Publicado el 04.09.19,Not specified,Not specified,3,Si,0,1,Not specified,0,Punta Roca,Not specified,Not specified,0,0,0,1,0,222,0,PuntaNegra,Not specified,A Remodelar,Not specified,1,245000
6873,0,0,1,0,0,Not specified,0,0,0,0,0,1,Not specified,0,Not specified,Lima,1,5,0,0,0,Casa en condominio,5,0,0,518,0,Not specified,0,0,0,1,518.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,1,0,0,3,2.0,1,1,0,Publicado el 12.08.19,0,0,4,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,1,600,0,LaMolina,0,Not specified,0,1,1323000
6874,Not specified,Not specified,Not specified,0,Not specified,Paralelas,Not specified,Not specified,Not specified,1,Not specified,1,1,Not specified,Not specified,Lima,0,2,Not specified,1,Not specified,Casa,3,Not specified,Not specified,282,Not specified,0,Not specified,Not specified,Not specified,1,282.00 m2,Not specified,Not specified,PuebloLibre-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,1,1,1,Not specified,0,0,0,5,3.0,1,Not specified,1,Publicado el 29.08.19,Not specified,Not specified,4,Si,Not specified,1,Not specified,1,Nulo,Not specified,Not specified,Not specified,0,0,1,1,282,Not specified,PuebloLibre,Not specified,Not specified,Not specified,1,400000
6875,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,4,0,Not specified,335,Not specified,Not specified,Not specified,0,Not specified,1,335.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,2.0,1,Not specified,0,Publicado el 18.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,475,Not specified,LaMolina,0,Remodelado,0,1,890000
6876,Not specified,0,1,0,0,Not specified,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,5,Not specified,1,0,Casa de campo,4,0,0,300,0,Not specified,0,0,Not specified,1,300.00 m2,0,Not specified,SantaCruzDeCocachacra-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,2,2.0,0,1,0,Publicado el 04.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,2100,0,SantaCruzDeCocachacra,0,Not specified,0,1,280000
6877,0,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,1,1,0,0,1,0,Si,Lambayeque,0,1,1,0,0,Casa,3,0,Not specified,112,Not specified,0,Not specified,0,0,0,112.00 m2,0,0,Pimentel-Lambayeque,Not specified,Si,0.0,0,0,0,1,0,0,0,0,Muy luminoso,0,Not specified,LULA BOTEY INMOBILIARIA,Not specified,0,1,1,1,0,0,0,3,1.0,1,Not specified,0,Publicado el 13.07.19,1,0,3,Si,Not specified,1,1,0,Nulo,1,0,Not specified,0,0,1,0,173,Not specified,Pimentel,0,Excelente,0,1,130000
